title,url,seoName,companyid
Jayaswal Neco Industries Ltd.,/jayaswal-neco-industries-ltd/stocks/companyid-8499.cms,jayaswal-neco-industries-ltd,8499
Trent Ltd.,/trent-ltd/stocks/companyid-13456.cms,trent-ltd,13456
Jindal Poly Films Ltd.,/jindal-poly-films-ltd/stocks/companyid-8826.cms,jindal-poly-films-ltd,8826
Time Technoplast Ltd.,/time-technoplast-ltd/stocks/companyid-19129.cms,time-technoplast-ltd,19129
Tata Steel Long Products Ltd.,/tata-steel-long-products-ltd/stocks/companyid-12743.cms,tata-steel-long-products-ltd,12743
Dish TV India Ltd.,/dish-tv-india-ltd/stocks/companyid-20201.cms,dish-tv-india-ltd,20201
ABB Power Products and Systems India Ltd.,/abb-power-products-and-systems-india-ltd/stocks/companyid-1942561.cms,abb-power-products-and-systems-india-ltd,1942561
Dhampur Sugar Mills Ltd.,/dhampur-sugar-mills-ltd/stocks/companyid-12782.cms,dhampur-sugar-mills-ltd,12782
Jaiprakash Power Ventures Ltd.,/jaiprakash-power-ventures-ltd/stocks/companyid-1513.cms,jaiprakash-power-ventures-ltd,1513
India Glycols Ltd.,/india-glycols-ltd/stocks/companyid-13551.cms,india-glycols-ltd,13551
Shoppers Stop Ltd.,/shoppers-stop-ltd/stocks/companyid-2646.cms,shoppers-stop-ltd,2646
Bajaj Holdings & Investment Ltd.,/bajaj-holdings-investment-ltd/stocks/companyid-13977.cms,bajaj-holdings-investment-ltd,13977
Engineers India Ltd.,/engineers-india-ltd/stocks/companyid-4582.cms,engineers-india-ltd,4582
Mahindra Logistics Ltd.,/mahindra-logistics-ltd/stocks/companyid-23241.cms,mahindra-logistics-ltd,23241
Century Textiles & Industries Ltd.,/century-textiles-industries-ltd/stocks/companyid-13905.cms,century-textiles-industries-ltd,13905
JM Financial Ltd.,/jm-financial-ltd/stocks/companyid-12633.cms,jm-financial-ltd,12633
PVR Ltd.,/pvr-ltd/stocks/companyid-16320.cms,pvr-ltd,16320
Gayatri Projects Ltd.,/gayatri-projects-ltd/stocks/companyid-18530.cms,gayatri-projects-ltd,18530
Indiabulls Real Estate Ltd.,/indiabulls-real-estate-ltd/stocks/companyid-19231.cms,indiabulls-real-estate-ltd,19231
Kirloskar Oil Engines Ltd.,/kirloskar-oil-engines-ltd/stocks/companyid-29130.cms,kirloskar-oil-engines-ltd,29130
PI Industries Ltd.,/pi-industries-ltd/stocks/companyid-10357.cms,pi-industries-ltd,10357
JK Paper Ltd.,/jk-paper-ltd/stocks/companyid-11827.cms,jk-paper-ltd,11827
KPR Mill Ltd.,/kpr-mill-ltd/stocks/companyid-20138.cms,kpr-mill-ltd,20138
Honeywell Automation India Ltd.,/honeywell-automation-india-ltd/stocks/companyid-12915.cms,honeywell-automation-india-ltd,12915
IFB Industries Ltd.,/ifb-industries-ltd/stocks/companyid-13568.cms,ifb-industries-ltd,13568
Birlasoft Ltd.,/birlasoft-ltd/stocks/companyid-4471.cms,birlasoft-ltd,4471
GHCL Ltd.,/ghcl-ltd/stocks/companyid-13683.cms,ghcl-ltd,13683
SJVN Ltd.,/sjvn-ltd/stocks/companyid-18460.cms,sjvn-ltd,18460
Venky's (India) Ltd.,/venkys-india-ltd/stocks/companyid-12827.cms,venkys-india-ltd,12827
Godawari Power & Ispat Ltd.,/godawari-power-ispat-ltd/stocks/companyid-18027.cms,godawari-power-ispat-ltd,18027
Phillips Carbon Black Ltd.,/phillips-carbon-black-ltd/stocks/companyid-13276.cms,phillips-carbon-black-ltd,13276
Graphite India Ltd.,/graphite-india-ltd/stocks/companyid-13916.cms,graphite-india-ltd,13916
Electrotherm (India) Ltd.,/electrotherm-india-ltd/stocks/companyid-4571.cms,electrotherm-india-ltd,4571
GE T&D India Ltd.,/ge-td-india-ltd/stocks/companyid-13800.cms,ge-td-india-ltd,13800
Bharat Dynamics Ltd.,/bharat-dynamics-ltd/stocks/companyid-4722.cms,bharat-dynamics-ltd,4722
Blue Dart Express Ltd.,/blue-dart-express-ltd/stocks/companyid-8985.cms,blue-dart-express-ltd,8985
Kirloskar Brothers Ltd.,/kirloskar-brothers-ltd/stocks/companyid-13470.cms,kirloskar-brothers-ltd,13470
Sanofi India Ltd.,/sanofi-india-ltd/stocks/companyid-13607.cms,sanofi-india-ltd,13607
Narayana Hrudayalaya Ltd.,/narayana-hrudayalaya-ltd/stocks/companyid-47955.cms,narayana-hrudayalaya-ltd,47955
Bata India Ltd.,/bata-india-ltd/stocks/companyid-13974.cms,bata-india-ltd,13974
Force Motors Ltd.,/force-motors-ltd/stocks/companyid-14011.cms,force-motors-ltd,14011
AIA Engineering Ltd.,/aia-engineering-ltd/stocks/companyid-17637.cms,aia-engineering-ltd,17637
Future Consumer Ltd.,/future-consumer-ltd/stocks/companyid-33818.cms,future-consumer-ltd,33818
BEML Ltd.,/beml-ltd/stocks/companyid-11975.cms,beml-ltd,11975
Mahanagar Gas Ltd.,/mahanagar-gas-ltd/stocks/companyid-4331.cms,mahanagar-gas-ltd,4331
Godfrey Phillips India Ltd.,/godfrey-phillips-india-ltd/stocks/companyid-13707.cms,godfrey-phillips-india-ltd,13707
Finolex Cables Ltd.,/finolex-cables-ltd/stocks/companyid-13759.cms,finolex-cables-ltd,13759
Procter & Gamble Hygiene & Healthcare Ltd.,/procter-gamble-hygiene-healthcare-ltd/stocks/companyid-13253.cms,procter-gamble-hygiene-healthcare-ltd,13253
Finolex Industries Ltd.,/finolex-industries-ltd/stocks/companyid-13760.cms,finolex-industries-ltd,13760
3M India Ltd.,/3m-india-ltd/stocks/companyid-12690.cms,3m-india-ltd,12690
Heritage Foods Ltd.,/heritage-foods-ltd/stocks/companyid-8582.cms,heritage-foods-ltd,8582
Ujjivan Small Finance Bank Ltd.,/ujjivan-small-finance-bank-ltd/stocks/companyid-66383.cms,ujjivan-small-finance-bank-ltd,66383
State Trading Corporation Of India Ltd.,/state-trading-corporation-of-india-ltd/stocks/companyid-11441.cms,state-trading-corporation-of-india-ltd,11441
Prime Focus Ltd.,/prime-focus-ltd/stocks/companyid-18097.cms,prime-focus-ltd,18097
Prakash Industries Ltd.,/prakash-industries-ltd/stocks/companyid-13269.cms,prakash-industries-ltd,13269
Suzlon Energy Ltd.,/suzlon-energy-ltd/stocks/companyid-1209.cms,suzlon-energy-ltd,1209
J Kumar Infraprojects Ltd.,/j-kumar-infraprojects-ltd/stocks/companyid-20692.cms,j-kumar-infraprojects-ltd,20692
Mukand Ltd.,/mukand-ltd/stocks/companyid-13382.cms,mukand-ltd,13382
Sanwaria Consumer Ltd.,/sanwaria-consumer-ltd/stocks/companyid-10766.cms,sanwaria-consumer-ltd,10766
Wockhardt Ltd.,/wockhardt-ltd/stocks/companyid-3731.cms,wockhardt-ltd,3731
Page Industries Ltd.,/page-industries-ltd/stocks/companyid-762.cms,page-industries-ltd,762
Ujjivan Financial Services Ltd.,/ujjivan-financial-services-ltd/stocks/companyid-32209.cms,ujjivan-financial-services-ltd,32209
Jai Balaji Industries Ltd.,/jai-balaji-industries-ltd/stocks/companyid-17929.cms,jai-balaji-industries-ltd,17929
SKF India Ltd.,/skf-india-ltd/stocks/companyid-13139.cms,skf-india-ltd,13139
Equitas Holdings Ltd.,/equitas-holdings-ltd/stocks/companyid-44332.cms,equitas-holdings-ltd,44332
Dhani Services Ltd.,/dhani-services-ltd/stocks/companyid-14852.cms,dhani-services-ltd,14852
Godrej Properties Ltd.,/godrej-properties-ltd/stocks/companyid-5733.cms,godrej-properties-ltd,5733
Strides Pharma Science Ltd.,/strides-pharma-science-ltd/stocks/companyid-2118.cms,strides-pharma-science-ltd,2118
ITD Cementation India Ltd.,/itd-cementation-india-ltd/stocks/companyid-13902.cms,itd-cementation-india-ltd,13902
Nava Bharat Ventures Ltd.,/nava-bharat-ventures-ltd/stocks/companyid-12669.cms,nava-bharat-ventures-ltd,12669
Minda Corporation Ltd.,/minda-corporation-ltd/stocks/companyid-30624.cms,minda-corporation-ltd,30624
Laurus Labs Ltd.,/laurus-labs-ltd/stocks/companyid-61545.cms,laurus-labs-ltd,61545
Kajaria Ceramics Ltd.,/kajaria-ceramics-ltd/stocks/companyid-13489.cms,kajaria-ceramics-ltd,13489
Patel Engineering Ltd.,/patel-engineering-ltd/stocks/companyid-4443.cms,patel-engineering-ltd,4443
Gujarat Fluorochemicals Ltd.,/gujarat-fluorochemicals-ltd/stocks/companyid-1944774.cms,gujarat-fluorochemicals-ltd,1944774
Gujarat Alkalies & Chemicals Ltd.,/gujarat-alkalies-chemicals-ltd/stocks/companyid-13690.cms,gujarat-alkalies-chemicals-ltd,13690
RSWM Ltd.,/rswm-ltd/stocks/companyid-13232.cms,rswm-ltd,13232
Forbes & Company Ltd.,/forbes-company-ltd/stocks/companyid-13711.cms,forbes-company-ltd,13711
Filatex India Ltd.,/filatex-india-ltd/stocks/companyid-10678.cms,filatex-india-ltd,10678
EPL Ltd.,/epl-ltd/stocks/companyid-13764.cms,epl-ltd,13764
Transport Corporation of India Ltd.,/transport-corporation-of-india-ltd/stocks/companyid-12950.cms,transport-corporation-of-india-ltd,12950
GFL Ltd.,/gfl-ltd/stocks/companyid-13641.cms,gfl-ltd,13641
Electrosteel Castings Ltd.,/electrosteel-castings-ltd/stocks/companyid-13811.cms,electrosteel-castings-ltd,13811
Rites Ltd.,/rites-ltd/stocks/companyid-18469.cms,rites-ltd,18469
Supreme Petrochem Ltd.,/supreme-petrochem-ltd/stocks/companyid-10588.cms,supreme-petrochem-ltd,10588
BGR Energy Systems Ltd.,/bgr-energy-systems-ltd/stocks/companyid-20378.cms,bgr-energy-systems-ltd,20378
Mangalore Chemicals & Fertilizers Ltd.,/mangalore-chemicals-fertilizers-ltd/stocks/companyid-13420.cms,mangalore-chemicals-fertilizers-ltd,13420
Emami Ltd.,/emami-ltd/stocks/companyid-5619.cms,emami-ltd,5619
Brightcom Group Ltd.,/brightcom-group-ltd/stocks/companyid-2120.cms,brightcom-group-ltd,2120
Akzo Nobel India Ltd.,/akzo-nobel-india-ltd/stocks/companyid-13601.cms,akzo-nobel-india-ltd,13601
Maharashtra Seamless Ltd.,/maharashtra-seamless-ltd/stocks/companyid-12199.cms,maharashtra-seamless-ltd,12199
Usha Martin Ltd.,/usha-martin-ltd/stocks/companyid-12833.cms,usha-martin-ltd,12833
Granules India Ltd.,/granules-india-ltd/stocks/companyid-6991.cms,granules-india-ltd,6991
Kesoram Industries Ltd.,/kesoram-industries-ltd/stocks/companyid-13474.cms,kesoram-industries-ltd,13474
Brigade Enterprises Ltd.,/brigade-enterprises-ltd/stocks/companyid-20445.cms,brigade-enterprises-ltd,20445
Ajanta Pharma Ltd.,/ajanta-pharma-ltd/stocks/companyid-3723.cms,ajanta-pharma-ltd,3723
Wheels India Ltd.,/wheels-india-ltd/stocks/companyid-12794.cms,wheels-india-ltd,12794
Spencer's Retail Ltd.,/spencers-retail-ltd/stocks/companyid-69232.cms,spencers-retail-ltd,69232
JSW Ispat Special Products Ltd.,/jsw-ispat-special-products-ltd/stocks/companyid-10737.cms,jsw-ispat-special-products-ltd,10737
Asahi India Glass Ltd.,/asahi-india-glass-ltd/stocks/companyid-14039.cms,asahi-india-glass-ltd,14039
Carborundum Universal Ltd.,/carborundum-universal-ltd/stocks/companyid-13909.cms,carborundum-universal-ltd,13909
Ratnamani Metals & Tubes Ltd.,/ratnamani-metals-tubes-ltd/stocks/companyid-10915.cms,ratnamani-metals-tubes-ltd,10915
Shankara Building Products Ltd.,/shankara-building-products-ltd/stocks/companyid-65742.cms,shankara-building-products-ltd,65742
Adani Green Energy Ltd.,/adani-green-energy-ltd/stocks/companyid-64847.cms,adani-green-energy-ltd,64847
Linde India Ltd.,/linde-india-ltd/stocks/companyid-13590.cms,linde-india-ltd,13590
Orient Cement Ltd.,/orient-cement-ltd/stocks/companyid-41253.cms,orient-cement-ltd,41253
GE Power India Ltd.,/ge-power-india-ltd/stocks/companyid-3714.cms,ge-power-india-ltd,3714
Galaxy Surfactants Ltd.,/galaxy-surfactants-ltd/stocks/companyid-3790.cms,galaxy-surfactants-ltd,3790
Huhtamaki India Ltd.,/huhtamaki-india-ltd/stocks/companyid-13313.cms,huhtamaki-india-ltd,13313
Va Tech Wabag Ltd.,/va-tech-wabag-ltd/stocks/companyid-20188.cms,va-tech-wabag-ltd,20188
Astral Poly Technik Ltd.,/astral-poly-technik-ltd/stocks/companyid-15686.cms,astral-poly-technik-ltd,15686
HIL Ltd.,/hil-ltd/stocks/companyid-13614.cms,hil-ltd,13614
Avadh Sugar & Energy Ltd.,/avadh-sugar-energy-ltd/stocks/companyid-61297.cms,avadh-sugar-energy-ltd,61297
Magma Fincorp Ltd.,/magma-fincorp-ltd/stocks/companyid-8917.cms,magma-fincorp-ltd,8917
Sakuma Exports Ltd.,/sakuma-exports-ltd/stocks/companyid-16050.cms,sakuma-exports-ltd,16050
West Coast Paper Mills Ltd.,/west-coast-paper-mills-ltd/stocks/companyid-12818.cms,west-coast-paper-mills-ltd,12818
KNR Constructions Ltd.,/knr-constructions-ltd/stocks/companyid-15274.cms,knr-constructions-ltd,15274
V-Guard Industries Ltd.,/v-guard-industries-ltd/stocks/companyid-4264.cms,v-guard-industries-ltd,4264
Renaissance Global Ltd.,/renaissance-global-ltd/stocks/companyid-16916.cms,renaissance-global-ltd,16916
Jayant Agro Organics Ltd.,/jayant-agro-organics-ltd/stocks/companyid-10759.cms,jayant-agro-organics-ltd,10759
MEP Infrastructure Developers Ltd.,/mep-infrastructure-developers-ltd/stocks/companyid-59894.cms,mep-infrastructure-developers-ltd,59894
Parag Milk Foods Ltd.,/parag-milk-foods-ltd/stocks/companyid-45605.cms,parag-milk-foods-ltd,45605
Sutlej Textiles & Industries Ltd.,/sutlej-textiles-industries-ltd/stocks/companyid-19684.cms,sutlej-textiles-industries-ltd,19684
Radico Khaitan Ltd.,/radico-khaitan-ltd/stocks/companyid-12315.cms,radico-khaitan-ltd,12315
Sumitomo Chemical India Ltd.,/sumitomo-chemical-india-ltd/stocks/companyid-49672.cms,sumitomo-chemical-india-ltd,49672
Mahindra Holidays & Resorts India Ltd.,/mahindra-holidays-resorts-india-ltd/stocks/companyid-16639.cms,mahindra-holidays-resorts-india-ltd,16639
GTPL Hathway Ltd.,/gtpl-hathway-ltd/stocks/companyid-32586.cms,gtpl-hathway-ltd,32586
Himatsingka Seide Ltd.,/himatsingka-seide-ltd/stocks/companyid-13651.cms,himatsingka-seide-ltd,13651
Relaxo Footwears Ltd.,/relaxo-footwears-ltd/stocks/companyid-7829.cms,relaxo-footwears-ltd,7829
Religare Enterprises Ltd.,/religare-enterprises-ltd/stocks/companyid-20026.cms,religare-enterprises-ltd,20026
Siyaram Silk Mills Ltd.,/siyaram-silk-mills-ltd/stocks/companyid-13098.cms,siyaram-silk-mills-ltd,13098
Nectar Lifesciences Ltd.,/nectar-lifesciences-ltd/stocks/companyid-16819.cms,nectar-lifesciences-ltd,16819
Motilal Oswal Financial Services Ltd.,/motilal-oswal-financial-services-ltd/stocks/companyid-18715.cms,motilal-oswal-financial-services-ltd,18715
Indian Railway Catering & Tourism Corporation Ltd.,/indian-railway-catering-tourism-corporation-ltd/stocks/companyid-16705.cms,indian-railway-catering-tourism-corporation-ltd,16705
Pfizer Ltd.,/pfizer-ltd/stocks/companyid-13274.cms,pfizer-ltd,13274
HT Media Ltd.,/ht-media-ltd/stocks/companyid-16087.cms,ht-media-ltd,16087
Century Plyboards (India) Ltd.,/century-plyboards-india-ltd/stocks/companyid-2122.cms,century-plyboards-india-ltd,2122
Hindusthan National Glass & Industries Ltd.,/hindusthan-national-glass-industries-ltd/stocks/companyid-11723.cms,hindusthan-national-glass-industries-ltd,11723
NIIT Ltd.,/niit-ltd/stocks/companyid-10952.cms,niit-ltd,10952
Mahanagar Telephone Nigam Ltd.,/mahanagar-telephone-nigam-ltd/stocks/companyid-12462.cms,mahanagar-telephone-nigam-ltd,12462
Rallis India Ltd.,/rallis-india-ltd/stocks/companyid-13204.cms,rallis-india-ltd,13204
HEG Ltd.,/heg-ltd/stocks/companyid-13630.cms,heg-ltd,13630
Oberoi Realty Ltd.,/oberoi-realty-ltd/stocks/companyid-32621.cms,oberoi-realty-ltd,32621
Solar Industries India Ltd.,/solar-industries-india-ltd/stocks/companyid-15283.cms,solar-industries-india-ltd,15283
Nilkamal Ltd.,/nilkamal-ltd/stocks/companyid-12002.cms,nilkamal-ltd,12002
IFCI Ltd.,/ifci-ltd/stocks/companyid-10625.cms,ifci-ltd,10625
ITI Ltd.,/iti-ltd/stocks/companyid-11699.cms,iti-ltd,11699
Take Solutions Ltd.,/take-solutions-ltd/stocks/companyid-18603.cms,take-solutions-ltd,18603
DB Corp Ltd.,/db-corp-ltd/stocks/companyid-30711.cms,db-corp-ltd,30711
Rane Holdings Ltd.,/rane-holdings-ltd/stocks/companyid-13219.cms,rane-holdings-ltd,13219
Johnson Controls-Hitachi Air Conditioning India Ltd.,/johnson-controls-hitachi-air-conditioning-india-ltd/stocks/companyid-12710.cms,johnson-controls-hitachi-air-conditioning-india-ltd,12710
HG Infra Engineering Ltd.,/hg-infra-engineering-ltd/stocks/companyid-67525.cms,hg-infra-engineering-ltd,67525
Cosmo Films Ltd.,/cosmo-films-ltd/stocks/companyid-13854.cms,cosmo-films-ltd,13854
Heidelberg Cement India Ltd.,/heidelberg-cement-india-ltd/stocks/companyid-13339.cms,heidelberg-cement-india-ltd,13339
Sheela Foam Ltd.,/sheela-foam-ltd/stocks/companyid-61459.cms,sheela-foam-ltd,61459
Jindal Worldwide Ltd.,/jindal-worldwide-ltd/stocks/companyid-5038.cms,jindal-worldwide-ltd,5038
Indo Rama Synthetics (India) Ltd.,/indo-rama-synthetics-india-ltd/stocks/companyid-13541.cms,indo-rama-synthetics-india-ltd,13541
Puravankara Ltd.,/puravankara-ltd/stocks/companyid-20136.cms,puravankara-ltd,20136
Gokul Refoils & Solvent Ltd.,/gokul-refoils-solvent-ltd/stocks/companyid-21324.cms,gokul-refoils-solvent-ltd,21324
KPIT Technologies Ltd.,/kpit-technologies-ltd/stocks/companyid-69000.cms,kpit-technologies-ltd,69000
Power Mech Projects Ltd.,/power-mech-projects-ltd/stocks/companyid-61181.cms,power-mech-projects-ltd,61181
Dalmia Bharat Sugar and Industries Ltd.,/dalmia-bharat-sugar-and-industries-ltd/stocks/companyid-13862.cms,dalmia-bharat-sugar-and-industries-ltd,13862
Syngene International Ltd.,/syngene-international-ltd/stocks/companyid-303.cms,syngene-international-ltd,303
Orient Electric Ltd.,/orient-electric-ltd/stocks/companyid-66440.cms,orient-electric-ltd,66440
HDFC Asset Management Company Ltd.,/hdfc-asset-management-company-ltd/stocks/companyid-14723.cms,hdfc-asset-management-company-ltd,14723
Indo Count Industries Ltd.,/indo-count-industries-ltd/stocks/companyid-13576.cms,indo-count-industries-ltd,13576
Tinplate Company of India Ltd.,/tinplate-company-of-india-ltd/stocks/companyid-12927.cms,tinplate-company-of-india-ltd,12927
Jagran Prakashan Ltd.,/jagran-prakashan-ltd/stocks/companyid-17767.cms,jagran-prakashan-ltd,17767
VRL Logistics Ltd.,/vrl-logistics-ltd/stocks/companyid-46612.cms,vrl-logistics-ltd,46612
